buf,sl,rr,trades,win_rate,pf,pf_sd,exp_r,exp_r_sd,net,net_sd,worst_net,dd,pos_frac,ret_pct,risk
8.0,15.0,1.5,482.3333333333333,42.81399322407228,1.0662692217107965,0.04228038417043245,0.05407479232701401,0.025082050344834305,1153.6087593445297,765.235546657706,246.0687483984184,27.238905093437484,1.0,23.072175186890593,23.0
8.0,15.0,2.0,472.3333333333333,36.51963683922759,1.0822700367684317,0.025109326571682567,0.07751221241283529,0.014441390793011797,1633.2236538918853,474.0148598578549,1215.4890145652384,31.714552565512033,1.0,32.664473077837705,23.0
8.0,15.0,3.0,420.3333333333333,26.80488537507431,1.046059463179901,0.037805641199875575,0.05816748025203777,0.026062285834183734,742.4224072727302,653.487403495511,252.1417179946326,22.98469219738625,1.0,14.848448145454604,23.0
12.0,1.0,1.0,464.8333333333333,53.27991452991454,1.064262562986185,0.041579071641761486,0.0402158856469201,0.02056455072355766,821.3372173368098,518.9246384187744,-193.82300867161632,21.070221429811884,0.8333333333333334,16.426744346736193,13.0
12.0,1.0,1.5,465.5,43.109922623397324,1.0667487140312926,0.06656263729986384,0.054408637526593695,0.04128895092457933,1165.8600293696438,1197.60345452198,-405.5326474570054,38.30163793805176,0.8333333333333334,23.317200587392875,13.0
12.0,1.0,2.0,466.0,37.162155422340945,1.0995889276653765,0.03815875664364662,0.09039526647502576,0.02923120272783359,2077.933919190395,941.2944427370699,988.6204648602863,38.8534517620463,1.0,41.558678383807894,13.0
12.0,1.0,3.0,466.6666666666667,28.14095694599021,1.0808448167990663,0.05042957017233775,0.09959491514803569,0.042809829743845965,2101.898928795365,1474.3963330049583,720.864611857166,45.22981718638397,1.0,42.03797857590731,13.0
12.0,2.0,1.0,466.3333333333333,54.07958105520018,1.108743628715893,0.05417734890303056,0.05959119123475861,0.02384584204825747,1386.4079772269304,713.645685275015,601.138526189455,19.080665620227197,1.0,27.728159544538602,14.0
12.0,2.0,1.5,467.3333333333333,43.22335920815911,1.0719063105601834,0.03069208175932365,0.05841607833477627,0.01880647480509575,1208.2843598922275,541.8959686426311,357.3686273576468,33.90730787198643,1.0,24.16568719784455,14.0
12.0,2.0,2.0,468.6666666666667,36.416547347285274,1.0751361366059629,0.05097760353940375,0.07005530692819399,0.036043913733388645,1481.3096726103795,1126.9166880189575,628.6812908050158,37.67541549519465,1.0,29.6261934522076,14.0
12.0,2.0,3.0,466.1666666666667,27.600574492570704,1.0604136194573004,0.03944666343900758,0.07975984248429031,0.03501318191566183,1455.8129337663806,1023.7923100435414,347.4981614665935,46.94145791426242,1.0,29.116258675327614,14.0
12.0,4.0,1.0,467.6666666666667,54.282076606937665,1.128500552238304,0.051250618026928575,0.0673789248110241,0.022664140418849905,1624.8275963009426,666.1894428193503,446.3142099770298,18.99163346789455,1.0,32.496551926018846,16.0
12.0,4.0,1.5,466.5,43.268133816048724,1.0806874227408474,0.027217169599290165,0.06308010473780097,0.015750856688832197,1335.458822425785,464.37926110836145,758.3967903811476,33.46056099515139,1.0,26.709176448515702,16.0
12.0,4.0,2.0,466.1666666666667,34.89707531303538,1.0130163398185281,0.03242430125620906,0.026816668911149696,0.02408988847235234,256.1942440407153,566.5568141841994,-530.0643230789954,41.005783363799374,0.6666666666666666,5.123884880814305,16.0
12.0,4.0,3.0,465.5,26.710528960177395,1.026406371925652,0.05283368022578648,0.04851192376042237,0.042418061878600546,599.2044112506563,1021.1163110866232,-852.209443656966,40.66992235310229,0.6666666666666666,11.984088225013124,16.0
12.0,6.0,1.0,465.5,52.73862357211647,1.062363071198089,0.03993080051511941,0.038471251595125704,0.019999006886548522,792.0765809876866,521.8905634025817,-103.40846796923847,27.041074652031153,0.8333333333333334,15.841531619753733,18.0
12.0,6.0,1.5,464.8333333333333,41.26931158076875,1.003900017971877,0.019659826442472397,0.014825405071135287,0.012367262234571125,64.09376122538545,286.4655049858987,-404.47730338316205,38.79812418682375,0.6666666666666666,1.2818752245077094,18.0
12.0,6.0,2.0,465.3333333333333,33.812000948859016,0.9700715938056157,0.03566647340625189,-0.0047626209920275464,0.02575217596234504,-451.4301922870363,565.1429327406836,-1035.0756622289948,41.07171742842731,0.16666666666666666,-9.028603845740726,18.0
12.0,6.0,3.0,456.3333333333333,26.29810195570623,1.008615161889394,0.04208097429813501,0.03285395573003905,0.032133469959104474,188.9418073194715,797.7112795741721,-611.2156246374274,37.92026471996024,0.5,3.778836146389431,18.0
12.0,10.0,1.0,462.3333333333333,53.10102871483256,1.079550332803588,0.02652731992848671,0.048384210660287565,0.013210977964811275,1032.4386338363859,367.25296720045856,628.9544965434251,23.60779918031061,1.0,20.648772676727717,22.0
12.0,10.0,1.5,462.3333333333333,42.5029339327312,1.0597655616481527,0.02512780048800769,0.04851176282017628,0.014835455152660985,915.3543495446041,401.6753632414403,408.9942818462971,27.533271084698764,1.0,18.307086990892078,22.0
12.0,10.0,2.0,459.0,35.87418674348919,1.0611014277870072,0.04775455918986599,0.0606985778499314,0.03400515138046214,1152.521162713056,916.5097028358662,-144.51393154855623,33.5199034214726,0.8333333333333334,23.050423254261123,22.0
12.0,10.0,3.0,416.3333333333333,26.941742905273596,1.0504933977061988,0.02992541398989636,0.06483798645070875,0.023692385327737167,874.3315258710572,568.8302879781024,327.1788075114895,29.526433391825538,1.0,17.486630517421148,22.0
12.0,15.0,1.0,453.5,53.80415018767628,1.1118611342183329,0.009164013210080467,0.0618089646399847,0.004225880784598572,1373.6535984661396,117.78529809235206,1222.5274256231637,23.077267874905445,1.0,27.473071969322792,27.0
12.0,15.0,1.5,444.6666666666667,43.104357468093234,1.0730186686544056,0.026525924534436442,0.062227915328713045,0.01722442256932375,1226.6679255768174,472.8312376172787,645.4455346924897,31.634958683490595,1.0,24.53335851153635,27.0
12.0,15.0,2.0,435.1666666666667,34.353656815985495,0.9992169120062417,0.015876316774244413,0.01751341369427808,0.011663854449247467,-6.568148823674922,250.91432078374152,-274.44798038831937,33.88822611769581,0.3333333333333333,-0.13136297647349857,27.0
12.0,15.0,3.0,379.5,27.885326931032846,1.109417962048646,0.021232956894296457,0.10623380822564188,0.012798098461274098,1744.492953287034,357.2226727972094,1394.1053281341215,19.124448626092846,1.0,34.88985906574069,27.0
